numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
61997;20191201060000;99130;300;6;60;1.600000;280.550000;279.850000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97390;mq;mq;-1730;mq;275.450000;mq;281.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.200000;12.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20191201060000;101240;-150;8;340;5.700000;279.550000;270.650000;53;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100870;mq;mq;mq;274.750000;mq;mq;mq;273.150000;mq;mq;mq;8.700000;-10;mq;mq;mq;mq;0.000000;mq;mq;mq;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20191201060000;98600;500;3;320;8.300000;275.550000;272.250000;79;54880;0;mq;mq;100;8;3000;mq;mq;mq;98510;mq;mq;1430;274.850000;mq;276.950000;mq;275.550000;mq;mq;13.500000;15.900000;-10;mq;mq;mq;mq;-0.100000;-0.100000;0.400000;4.200000;4.600000;mq;mq;mq;mq;7;mq;3000;8;mq;6060;mq;mq;mq;mq;mq;mq;
78890;20191201060000;101290;50;8;90;1.900000;299.650000;295.050000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100970;mq;mq;310;mq;299.050000;mq;304.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20191201060000;101310;60;8;60;2.200000;298.350000;294.850000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100790;mq;mq;280;mq;295.950000;mq;301.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;4.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20191201060000;101320;-50;8;80;1.000000;294.850000;294.150000;96;12120;mq;mq;mq;mq;mq;mq;mq;mq;mq;101230;mq;mq;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20191201060000;101280;60;8;150;7.100000;299.750000;294.950000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100840;mq;mq;230;mq;297.650000;mq;305.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20191201060000;101280;-50;8;130;1.900000;296.150000;295.650000;97;43070;0;mq;mq;mq;1;1250;mq;mq;mq;101190;mq;mq;230;mq;304.450000;mq;304.450000;mq;mq;mq;2.700000;3.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.200000;mq;mq;mq;mq;1;mq;1410;mq;8;mq;mq;mq;mq;mq;mq;mq;
81401;20191201060000;101110;90;7;210;0.500000;295.850000;295.850000;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101050;mq;mq;170;mq;295.550000;mq;307.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;0.200000;0.200000;10.000000;10.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20191201060000;101160;-60;8;0;0.000000;295.950000;295.250000;96;6370;0;mq;mq;mq;0;mq;mq;mq;mq;101070;mq;mq;160;mq;mq;mq;mq;297.450000;mq;mq;0.000000;0.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20191201060000;101150;50;8;320;0.500000;295.850000;295.150000;96;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101070;mq;mq;140;mq;295.450000;mq;306.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20191201060000;101190;60;6;150;1.000000;296.550000;295.750000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99970;mq;mq;160;mq;296.350000;mq;307.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20191201060000;99490;20;3;90;12.300000;271.950000;264.250000;52;30000;2;1;1;90;2;1250;35;24;11;98960;mq;mq;mq;mq;mq;mq;mq;274.150000;mq;mq;20.100000;30.400000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;6;1200;4;3;2400;mq;mq;mq;mq;mq;mq;
07005;20191201090000;101850;230;3;40;4.200000;275.750000;273.450000;85;13730;0;mq;mq;mq;mq;mq;mq;mq;mq;100950;mq;mq;-400;mq;mq;mq;mq;274.850000;mq;mq;6.200000;7.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20191201090000;101850;110;3;40;5.600000;275.550000;272.650000;81;18640;0;mq;mq;100;8;4320;mq;mq;mq;101260;mq;mq;-510;mq;mq;mq;mq;274.550000;mq;mq;7.900000;10.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;mq;4320;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20191201090000;101780;270;3;60;13.100000;282.350000;276.950000;69;20000;1;2;mq;75;6;800;34;27;10;101670;mq;mq;110;mq;mq;mq;mq;mq;mq;mq;17.900000;18.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;6;600;4;4;2500;mq;mq;mq;mq;mq;mq;
07027;20191201090000;101730;280;1;70;4.000000;276.950000;275.650000;91;12710;61;mq;mq;100;5;450;mq;mq;mq;100900;mq;mq;-160;mq;mq;mq;mq;276.450000;mq;mq;6.600000;7.000000;-10;1;0.000000;mq;mq;0.400000;1.000000;5.000000;6.800000;6.800000;mq;mq;mq;mq;1;mq;360;5;mq;1320;6;mq;2100;mq;mq;mq;
07037;20191201090000;101720;220;3;40;5.200000;275.750000;273.650000;86;16950;61;mq;mq;100;3;1250;mq;mq;mq;99830;mq;mq;-370;mq;mq;mq;mq;276.550000;mq;mq;7.100000;7.700000;-10;mq;0.000000;mq;mq;0.400000;1.400000;1.400000;1.400000;1.400000;mq;mq;mq;mq;3;mq;1230;8;mq;1560;mq;8;mq;mq;mq;mq;
07072;20191201090000;101560;130;3;70;2.200000;275.950000;274.950000;93;10830;61;mq;mq;100;8;450;mq;mq;mq;100380;mq;mq;-780;mq;mq;mq;mq;273.450000;mq;mq;3.700000;3.900000;-10;2;0.000000;mq;mq;0.600000;1.200000;1.200000;1.200000;1.200000;mq;mq;mq;mq;7;mq;360;8;mq;510;mq;8;mq;mq;mq;mq;
07110;20191201090000;101760;280;3;30;7.100000;281.650000;277.250000;74;38150;0;mq;mq;100;8;800;mq;mq;mq;100560;mq;mq;710;mq;mq;mq;mq;280.950000;mq;mq;13.600000;13.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;10.700000;mq;mq;mq;mq;7;mq;900;8;mq;1110;mq;mq;mq;mq;mq;mq;
07117;20191201090000;101680;280;3;60;12.400000;282.450000;278.250000;75;8000;2;2;mq;90;7;800;34;mq;mq;100970;mq;mq;400;mq;mq;mq;mq;mq;mq;mq;16.900000;18.000000;-10;2;mq;mq;mq;0.000000;0.000000;0.000000;2.200000;6.400000;mq;mq;mq;mq;5;8;800;3;6;900;mq;mq;mq;mq;mq;mq;
07130;20191201090000;101520;310;3;10;3.900000;277.850000;277.150000;95;3600;61;mq;mq;100;8;250;mq;mq;mq;101060;mq;mq;-50;mq;mq;mq;mq;279.250000;mq;mq;5.900000;8.000000;-10;2;0.000000;mq;mq;0.400000;0.600000;0.600000;2.600000;12.100000;mq;mq;mq;mq;8;mq;210;mq;8;mq;mq;mq;mq;mq;mq;mq;
07139;20191201090000;101570;290;3;30;5.600000;276.650000;275.450000;92;15390;0;mq;mq;100;8;250;mq;mq;mq;99780;mq;mq;-340;mq;mq;mq;mq;279.850000;mq;mq;8.000000;9.600000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;0.200000;0.400000;mq;mq;mq;mq;8;mq;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20191201090000;101580;230;3;30;4.400000;276.450000;274.950000;90;7130;3;6;2;100;7;450;35;mq;mq;100460;mq;mq;-560;mq;mq;mq;mq;mq;mq;mq;6.300000;6.300000;-10;2;0.000000;0.000000;-30;-0.100000;0.600000;1.200000;1.600000;1.600000;mq;mq;mq;mq;3;6;330;5;6;480;7;6;720;mq;mq;mq;
07168;20191201090000;101430;160;3;70;1.200000;277.150000;276.750000;97;11370;0;mq;mq;100;8;150;mq;mq;mq;99970;mq;mq;-830;mq;mq;mq;mq;275.950000;mq;mq;2.100000;4.300000;-10;1;0.000000;mq;mq;-0.100000;0.400000;0.600000;3.200000;3.400000;mq;mq;mq;mq;8;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20191201090000;101650;130;3;80;2.900000;274.450000;273.750000;95;3870;61;mq;mq;100;8;150;mq;mq;mq;97430;mq;mq;-740;mq;mq;mq;mq;273.550000;mq;mq;4.200000;4.400000;-10;mq;mq;mq;mq;0.900000;2.100000;6.100000;6.100000;6.100000;mq;mq;mq;mq;7;mq;120;7;mq;240;7;mq;390;mq;8;mq;
07190;20191201090000;101680;50;2;340;3.800000;274.750000;274.150000;96;6340;61;mq;mq;100;7;1250;mq;mq;mq;99800;mq;mq;-800;mq;mq;mq;mq;271.550000;mq;mq;5.400000;5.400000;-10;2;0.000000;mq;mq;1.400000;3.600000;3.600000;3.600000;3.600000;mq;mq;mq;mq;7;mq;1350;8;mq;1740;mq;8;mq;mq;mq;mq;
07207;20191201090000;101480;260;3;10;6.000000;279.350000;277.650000;89;8000;16;2;mq;100;8;450;34;mq;mq;100950;mq;mq;300;mq;mq;mq;mq;mq;mq;mq;10.100000;10.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;30.700000;mq;mq;mq;mq;8;6;400;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20191201090000;101330;290;2;20;2.500000;279.550000;279.550000;100;810;44;mq;mq;100;8;80;mq;mq;mq;101010;mq;mq;-90;mq;mq;mq;mq;281.250000;mq;mq;5.300000;6.100000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;11.500000;mq;mq;mq;mq;8;mq;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20191201090000;101370;240;3;60;3.100000;280.350000;280.350000;100;2350;61;mq;mq;100;8;80;mq;mq;mq;100000;mq;mq;-490;mq;mq;mq;mq;280.150000;mq;mq;4.100000;4.200000;-10;2;0.000000;mq;mq;0.600000;1.400000;1.400000;2.000000;4.400000;mq;mq;mq;mq;6;mq;60;7;mq;300;8;mq;480;mq;8;mq;
07255;20191201090000;101370;170;2;0;0.000000;281.550000;280.650000;94;19620;0;mq;mq;mq;mq;mq;mq;mq;mq;99360;mq;mq;-580;mq;mq;mq;mq;279.550000;mq;mq;0.700000;2.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;5.700000;6.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20191201090000;101470;120;2;0;0.000000;278.150000;277.850000;98;7720;0;mq;mq;100;8;150;mq;mq;mq;98700;mq;mq;-750;mq;mq;mq;mq;279.650000;mq;mq;0.000000;1.200000;-10;2;0.000000;mq;mq;-0.100000;2.000000;7.100000;11.500000;11.500000;mq;mq;mq;mq;6;mq;120;7;mq;840;8;mq;990;mq;mq;mq;
07314;20191201090000;101270;250;3;340;5.200000;282.950000;282.150000;95;6000;3;2;mq;90;7;150;36;mq;mq;100990;mq;mq;-140;mq;mq;mq;mq;mq;mq;mq;7.000000;7.000000;-10;1;mq;mq;mq;0.000000;0.000000;1.200000;4.500000;11.800000;mq;mq;mq;mq;5;7;100;2;6;600;mq;mq;mq;mq;mq;mq;
07335;20191201090000;101300;210;3;200;2.000000;281.650000;281.250000;97;42270;0;mq;mq;100;8;150;mq;mq;mq;99850;mq;mq;-390;mq;mq;mq;mq;278.050000;mq;mq;3.100000;4.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;0.200000;11.700000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20191201090000;101340;130;3;140;2.600000;279.950000;279.850000;99;25810;0;mq;mq;mq;mq;mq;mq;mq;mq;96520;mq;mq;-380;mq;mq;mq;mq;280.450000;mq;mq;4.900000;4.900000;-10;2;0.000000;mq;mq;0.200000;0.400000;0.400000;2.600000;15.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20191201090000;101340;110;3;170;2.700000;282.350000;280.250000;87;37410;0;mq;mq;100;1;800;mq;mq;mq;97450;mq;mq;-560;mq;mq;mq;mq;279.750000;mq;mq;4.600000;4.600000;-10;1;0.000000;mq;mq;0.000000;0.000000;1.600000;9.700000;12.500000;mq;mq;mq;mq;1;mq;930;3;mq;1620;8;mq;6120;mq;mq;mq;
07471;20191201090000;mq;120;2;0;0.000000;278.550000;277.650000;94;19820;0;mq;mq;100;8;80;mq;mq;mq;91670;mq;759;-550;mq;mq;mq;mq;276.250000;mq;mq;1.100000;1.300000;-10;1;0.000000;mq;mq;0.000000;-0.100000;5.000000;15.500000;15.900000;mq;mq;mq;mq;1;mq;90;8;mq;570;mq;mq;mq;mq;mq;mq;
07481;20191201090000;101500;130;1;120;3.300000;279.150000;278.450000;95;10000;61;6;6;90;6;800;35;22;mq;98580;mq;mq;-580;mq;mq;mq;mq;mq;mq;mq;4.700000;8.800000;-10;2;0.000000;0.000000;-30;1.000000;5.400000;15.300000;19.900000;19.900000;mq;mq;mq;mq;5;6;600;5;6;990;5;6;1300;6;4;2200;
07510;20191201090000;101300;140;3;140;2.800000;280.950000;280.650000;98;10170;0;mq;mq;90;6;80;mq;mq;mq;100710;mq;mq;-240;mq;mq;mq;mq;277.150000;mq;mq;4.100000;4.100000;-10;2;0.000000;mq;mq;-0.100000;0.600000;0.600000;1.200000;15.700000;mq;mq;mq;mq;6;mq;90;7;mq;3360;mq;mq;mq;mq;mq;mq;
07535;20191201090000;101360;100;3;130;1.300000;282.250000;280.650000;90;20000;0;mq;mq;90;2;1250;mq;mq;mq;98230;mq;mq;-370;mq;mq;mq;mq;278.550000;mq;mq;2.400000;2.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.800000;5.600000;mq;mq;mq;mq;2;mq;1050;7;mq;1680;mq;mq;mq;mq;mq;mq;
07558;20191201090000;101360;100;2;20;3.200000;277.850000;277.750000;99;2210;10;mq;mq;mq;mq;mq;mq;mq;mq;92950;mq;mq;-540;mq;mq;mq;mq;275.750000;mq;mq;4.200000;4.300000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;0.400000;6.900000;7.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20191201090000;101370;100;1;10;4.800000;281.550000;280.350000;92;7710;63;mq;mq;mq;mq;mq;mq;mq;mq;100470;mq;mq;-620;mq;mq;mq;mq;281.650000;mq;mq;7.000000;7.400000;-10;2;0.000000;mq;mq;3.200000;9.800000;30.300000;43.200000;43.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20191201090000;mq;100;3;mq;mq;275.950000;274.350000;89;8660;63;mq;mq;mq;mq;mq;mq;mq;mq;91340;mq;772;-460;mq;mq;mq;mq;276.850000;mq;mq;mq;mq;-10;mq;mq;mq;mq;2.400000;2.600000;2.600000;2.600000;2.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20191201090000;101340;150;3;30;1.600000;276.350000;276.350000;100;11080;0;mq;mq;mq;0;mq;mq;mq;mq;100610;mq;mq;-150;mq;mq;mq;mq;277.450000;mq;mq;2.000000;2.000000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;9.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20191201090000;101350;150;3;170;2.600000;280.650000;278.450000;86;56250;0;mq;mq;mq;5;4740;mq;mq;mq;96990;mq;mq;-230;mq;mq;mq;mq;277.250000;mq;mq;3.400000;4.600000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;11.500000;mq;mq;mq;mq;5;mq;4740;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20191201090000;101400;130;3;0;0.000000;279.550000;278.350000;92;20000;0;mq;mq;mq;0;mq;mq;mq;mq;96430;mq;mq;-290;mq;mq;mq;mq;276.950000;mq;mq;1.100000;3.800000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;2.600000;9.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20191201090000;101420;130;3;110;0.800000;278.750000;278.750000;100;100;45;mq;mq;101;9;30;mq;mq;mq;99580;mq;mq;-340;mq;mq;mq;mq;274.750000;mq;mq;1.900000;1.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.400000;2.200000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20191201090000;101330;130;1;20;1.700000;283.450000;282.950000;97;60000;60;mq;mq;100;1;150;mq;mq;mq;101230;mq;mq;-650;mq;mq;mq;mq;283.050000;mq;mq;2.500000;3.900000;-10;mq;mq;mq;mq;0.200000;0.800000;1.800000;2.000000;4.600000;mq;mq;mq;mq;1;mq;120;8;mq;1800;mq;8;mq;mq;mq;mq;
07650;20191201090000;101300;130;3;330;2.800000;285.050000;284.750000;98;1340;61;mq;mq;100;8;80;mq;mq;mq;100910;mq;mq;-680;mq;mq;mq;mq;284.450000;mq;mq;4.700000;5.500000;-10;mq;0.000000;mq;mq;8.100000;16.600000;20.300000;24.100000;24.100000;mq;mq;mq;mq;4;mq;90;7;mq;480;7;mq;690;mq;9;mq;
07661;20191201090000;101360;10;3;230;9.800000;288.050000;286.950000;93;15000;2;2;mq;100;8;450;37;mq;mq;99730;mq;mq;-490;mq;mq;mq;mq;mq;mq;mq;14.900000;17.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;7;500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20191201090000;101670;-60;6;360;4.100000;282.850000;281.650000;92;6000;61;6;6;100;8;450;35;mq;mq;101350;mq;mq;-100;mq;mq;mq;mq;281.850000;mq;mq;5.200000;6.400000;-10;2;0.000000;mq;mq;3.600000;10.700000;13.900000;13.900000;13.900000;mq;mq;mq;mq;3;6;360;5;6;700;8;6;1500;mq;mq;mq;
07747;20191201090000;101280;90;2;0;0.000000;283.750000;281.850000;88;60000;0;mq;mq;100;8;1750;mq;mq;mq;100750;mq;mq;-630;mq;mq;mq;mq;283.850000;mq;mq;1.000000;2.500000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.800000;0.800000;0.800000;mq;mq;mq;mq;8;mq;1560;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20191201090000;101700;-80;7;30;2.400000;286.350000;280.350000;67;57040;0;mq;mq;mq;0;mq;mq;mq;mq;101590;mq;mq;-290;mq;mq;mq;mq;278.950000;mq;mq;3.600000;4.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20191201090000;101740;-40;7;200;1.900000;287.350000;281.750000;69;60000;0;mq;mq;mq;1;6480;mq;mq;mq;101600;mq;mq;-40;mq;mq;mq;mq;282.150000;mq;mq;3.200000;3.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;6480;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20191201090000;101120;180;8;100;4.700000;305.450000;296.450000;59;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101080;mq;mq;-90;mq;296.950000;mq;306.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.200000;8.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20191201090000;101460;10;5;290;2.200000;301.950000;297.750000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101390;mq;mq;140;mq;295.250000;mq;303.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20191201090000;101270;160;8;110;8.900000;304.550000;296.650000;63;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101180;mq;mq;-90;mq;299.850000;mq;305.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20191201090000;101570;-130;8;90;12.100000;302.650000;291.450000;51;17770;0;mq;mq;mq;0;mq;mq;mq;mq;101420;mq;mq;30;mq;mq;mq;mq;mq;mq;mq;17.200000;17.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20191201090000;101400;30;8;220;6.900000;289.050000;280.050000;55;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101050;mq;mq;510;mq;283.350000;mq;289.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20191201090000;98940;190;8;70;2.600000;280.050000;279.350000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97200;mq;mq;-1680;mq;276.850000;mq;281.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;10.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20191201090000;101050;-190;8;330;7.200000;280.550000;272.050000;55;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100680;mq;mq;1000;mq;mq;mq;mq;mq;mq;mq;mq;12.300000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20191201090000;101190;-130;7;210;2.500000;304.050000;299.050000;75;20000;0;mq;mq;mq;5;450;mq;mq;mq;101110;mq;mq;-50;mq;mq;mq;mq;mq;mq;mq;4.200000;5.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;510;5;mq;1110;mq;mq;mq;mq;mq;mq;
71805;20191201090000;99060;460;2;330;9.000000;274.250000;270.350000;75;50000;1;2;mq;75;3;800;35;23;11;98970;mq;mq;2060;mq;mq;mq;mq;274.950000;mq;mq;15.100000;15.100000;-10;1;0.000000;0.000000;-30;0.000000;-0.100000;-0.100000;1.800000;4.600000;mq;mq;mq;mq;3;6;750;4;3;3000;5;0;6500;mq;mq;mq;
78890;20191201090000;101250;40;6;80;2.800000;299.450000;295.050000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100930;mq;mq;250;mq;299.450000;mq;304.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20191201090000;101270;40;5;80;1.900000;298.150000;294.650000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100750;mq;mq;260;mq;295.950000;mq;301.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;2.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20191201090000;101290;-30;5;110;0.700000;294.350000;293.850000;97;10460;mq;mq;mq;mq;mq;mq;mq;mq;mq;101200;mq;mq;260;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20191201090000;101260;20;5;50;2.100000;299.150000;296.250000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100820;mq;mq;210;mq;297.850000;mq;305.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;0.600000;0.600000;0.600000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20191201090000;101230;-50;5;180;1.900000;296.450000;295.650000;95;57820;0;mq;mq;mq;5;2250;mq;mq;mq;101140;mq;mq;180;mq;mq;mq;mq;mq;mq;mq;2.800000;2.800000;-10;mq;mq;mq;mq;0.000000;0.600000;0.600000;0.600000;0.600000;mq;mq;mq;mq;1;mq;2220;5;mq;4260;mq;9;mq;mq;mq;mq;
81401;20191201090000;101190;80;3;0;0.000000;295.550000;295.550000;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101130;mq;mq;160;mq;295.350000;mq;307.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.400000;10.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20191201090000;101230;70;2;0;0.000000;295.050000;294.550000;97;1630;10;mq;mq;mq;0;mq;mq;mq;mq;101140;mq;mq;160;mq;mq;mq;mq;296.650000;mq;mq;0.000000;1.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
