numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
81408;20191201090000;101230;80;3;0;0.000000;294.950000;294.450000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;190;mq;294.850000;mq;306.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20191201090000;101270;70;3;90;0.900000;295.950000;295.450000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100040;mq;mq;160;mq;295.950000;mq;307.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20191201120000;101870;20;0;50;6.000000;277.550000;273.850000;77;18470;0;mq;mq;mq;mq;mq;mq;mq;mq;100970;mq;mq;-270;mq;mq;mq;mq;274.850000;mq;mq;8.400000;9.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20191201120000;101900;50;0;40;7.000000;276.950000;272.950000;75;19770;0;mq;mq;100;8;4320;mq;mq;mq;101310;mq;mq;-400;mq;mq;mq;mq;274.550000;mq;mq;9.500000;11.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;4320;8;mq;5640;mq;mq;mq;mq;mq;mq;
07020;20191201120000;101990;210;1;40;12.200000;282.450000;277.850000;73;20000;3;2;mq;90;7;800;34;27;mq;101880;mq;mq;410;mq;mq;mq;mq;mq;mq;mq;18.000000;18.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;6;600;4;4;2500;mq;mq;mq;mq;mq;mq;
07027;20191201120000;101870;140;0;40;2.800000;278.650000;275.250000;79;19370;0;mq;mq;mq;3;2940;mq;mq;mq;101040;mq;mq;130;mq;mq;mq;mq;276.450000;mq;mq;5.600000;5.600000;-10;1;0.000000;mq;mq;0.000000;-0.100000;1.000000;6.800000;6.800000;mq;mq;mq;mq;1;mq;2940;3;mq;4380;mq;mq;mq;mq;mq;mq;
07037;20191201120000;101800;80;0;40;5.500000;276.450000;273.850000;83;16430;0;mq;mq;100;8;2250;mq;mq;mq;99910;mq;mq;-170;mq;mq;mq;mq;276.550000;mq;mq;8.000000;8.000000;-10;mq;0.000000;mq;mq;-0.100000;1.000000;2.400000;2.400000;2.400000;mq;mq;mq;mq;8;mq;2220;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20191201120000;101640;80;1;40;1.900000;276.350000;275.450000;94;9950;61;mq;mq;100;8;250;mq;mq;mq;100460;mq;mq;-580;mq;mq;mq;mq;273.950000;mq;mq;3.100000;3.600000;-10;2;0.000000;mq;mq;0.800000;2.200000;3.400000;3.400000;3.400000;mq;mq;mq;mq;8;mq;270;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20191201120000;101960;200;1;30;7.600000;281.750000;278.850000;82;19330;58;mq;mq;100;8;800;mq;mq;mq;100760;mq;mq;1040;mq;mq;mq;mq;280.950000;mq;mq;13.000000;13.800000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;1.200000;mq;mq;mq;mq;4;mq;660;8;mq;1020;mq;mq;mq;mq;mq;mq;
07117;20191201120000;101910;230;1;60;12.300000;282.950000;277.750000;70;8000;15;2;2;90;7;800;34;mq;mq;101200;mq;mq;860;mq;mq;mq;mq;mq;mq;mq;16.600000;19.900000;-10;2;mq;mq;mq;0.000000;0.000000;0.000000;0.600000;6.200000;mq;mq;mq;mq;5;8;800;3;6;900;mq;mq;mq;mq;mq;mq;
07130;20191201120000;101680;160;1;20;4.100000;278.850000;277.350000;90;12460;61;mq;mq;100;8;450;mq;mq;mq;101220;mq;mq;250;mq;mq;mq;mq;279.250000;mq;mq;7.100000;8.200000;-10;1;0.000000;mq;mq;-0.100000;0.200000;0.800000;0.800000;12.300000;mq;mq;mq;mq;8;mq;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20191201120000;101710;140;1;20;6.000000;277.650000;275.850000;88;19560;0;mq;mq;100;8;450;mq;mq;mq;99920;mq;mq;0;mq;mq;mq;mq;279.850000;mq;mq;8.200000;8.600000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;0.200000;0.200000;mq;mq;mq;mq;7;mq;300;8;mq;1020;mq;mq;mq;mq;mq;mq;
07149;20191201120000;101720;140;1;30;4.000000;276.450000;274.850000;89;10630;2;6;2;100;7;450;36;mq;mq;100600;mq;mq;-250;mq;mq;mq;mq;mq;mq;mq;7.000000;7.000000;-10;2;0.000000;0.000000;-60;-0.100000;-0.100000;0.600000;1.600000;1.600000;mq;mq;mq;mq;7;6;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20191201120000;101530;110;0;310;3.800000;277.850000;277.750000;99;5190;0;mq;mq;100;8;80;mq;mq;mq;100080;mq;mq;-570;mq;mq;mq;mq;276.250000;mq;mq;5.200000;5.200000;-10;1;0.000000;mq;mq;0.000000;0.200000;0.600000;3.400000;3.400000;mq;mq;mq;mq;8;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20191201120000;101680;40;1;110;2.800000;275.050000;274.350000;95;3590;61;mq;mq;100;8;150;mq;mq;mq;97470;mq;mq;-580;mq;mq;mq;mq;273.750000;mq;mq;4.400000;6.300000;-10;mq;mq;mq;mq;0.600000;1.800000;3.900000;7.900000;7.900000;mq;mq;mq;mq;8;mq;120;mq;8;mq;mq;mq;mq;mq;mq;mq;
07190;20191201120000;101780;110;2;10;1.300000;276.350000;274.250000;86;15390;0;mq;mq;100;8;450;mq;mq;mq;99910;mq;mq;-600;mq;mq;mq;mq;272.650000;mq;mq;3.000000;4.500000;-10;2;0.000000;mq;mq;0.200000;1.000000;4.600000;4.600000;4.600000;mq;mq;mq;mq;1;mq;330;8;mq;1470;mq;8;mq;mq;mq;mq;
07207;20191201120000;101600;120;1;10;7.800000;279.550000;277.050000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101070;mq;mq;650;mq;mq;mq;mq;mq;mq;mq;12.500000;13.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;20.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20191201120000;101460;130;1;20;3.400000;280.250000;279.550000;95;16400;0;mq;mq;100;8;150;mq;mq;mq;101140;mq;mq;150;mq;mq;mq;mq;281.250000;mq;mq;6.600000;7.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;11.300000;mq;mq;mq;mq;8;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20191201120000;101500;130;1;40;4.700000;279.150000;278.750000;97;6590;61;mq;mq;100;8;150;mq;mq;mq;100130;mq;mq;-80;mq;mq;mq;mq;280.350000;mq;mq;8.900000;8.900000;-10;2;0.000000;mq;mq;0.800000;2.200000;3.600000;3.600000;6.600000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20191201120000;101470;100;1;290;0.900000;282.050000;281.250000;95;18490;0;mq;mq;mq;mq;mq;mq;mq;mq;99460;mq;mq;-260;mq;mq;mq;mq;279.950000;mq;mq;1.300000;2.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;2.100000;6.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20191201120000;101510;50;0;110;0.800000;279.550000;278.950000;96;9110;0;mq;mq;100;8;150;mq;mq;mq;98750;mq;mq;-500;mq;mq;mq;mq;279.650000;mq;mq;1.300000;1.900000;-10;1;0.000000;mq;mq;0.000000;0.000000;2.000000;10.300000;11.500000;mq;mq;mq;mq;8;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20191201120000;101670;70;0;310;2.700000;277.350000;274.750000;83;9000;2;2;2;90;7;450;35;mq;mq;98330;mq;mq;-560;mq;mq;mq;mq;276.150000;mq;mq;4.000000;4.000000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;1;6;450;1;6;1200;7;6;1800;mq;mq;mq;
07314;20191201120000;101400;130;1;330;5.900000;282.650000;281.750000;94;10000;2;2;mq;100;8;2250;30;22;mq;101120;mq;mq;130;mq;mq;mq;mq;mq;mq;mq;7.500000;7.700000;-10;2;mq;mq;mq;0.000000;0.000000;0.000000;1.200000;8.600000;mq;mq;mq;mq;8;4;2100;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20191201120000;101390;90;0;190;1.200000;282.150000;281.650000;97;19560;0;mq;mq;100;8;150;mq;mq;mq;99940;mq;mq;-40;mq;mq;mq;mq;278.050000;mq;mq;1.900000;2.200000;-10;1;0.000000;mq;mq;-0.100000;0.600000;0.600000;0.800000;12.300000;mq;mq;mq;mq;8;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20191201120000;101380;70;0;190;3.000000;281.750000;279.850000;88;56710;0;mq;mq;mq;mq;mq;mq;mq;mq;96590;mq;mq;-70;mq;mq;mq;mq;280.450000;mq;mq;4.700000;5.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.400000;0.600000;15.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20191201120000;101350;30;1;40;1.200000;283.450000;280.650000;83;59260;0;mq;mq;100;1;800;mq;mq;mq;97480;mq;mq;-340;mq;mq;mq;mq;279.750000;mq;mq;2.200000;3.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;8.300000;12.500000;mq;mq;mq;mq;1;mq;600;8;mq;1560;mq;mq;mq;mq;mq;mq;
07471;20191201120000;mq;-20;8;350;3.100000;279.650000;277.150000;84;20000;0;mq;mq;100;8;800;mq;mq;mq;91650;mq;757;-400;mq;mq;mq;mq;276.250000;mq;mq;4.000000;4.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;11.100000;15.900000;mq;mq;mq;mq;8;mq;720;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20191201120000;101450;-30;8;140;2.600000;280.750000;278.850000;88;50000;3;2;2;90;7;450;35;mq;mq;98550;mq;mq;-510;mq;mq;mq;mq;mq;mq;mq;4.000000;4.700000;-10;1;0.000000;0.000000;-60;0.000000;-0.100000;5.400000;19.900000;19.900000;mq;mq;mq;mq;1;8;300;5;6;1200;6;6;1410;mq;mq;mq;
07510;20191201120000;101350;60;0;170;2.300000;282.850000;282.050000;95;17440;60;mq;mq;100;7;1250;mq;mq;mq;100770;mq;mq;30;mq;mq;mq;mq;277.150000;mq;mq;2.900000;3.400000;-10;2;0.000000;mq;mq;2.600000;2.600000;3.200000;3.200000;11.000000;mq;mq;mq;mq;5;mq;1080;7;mq;1440;8;mq;1680;mq;8;mq;
07535;20191201120000;101410;50;0;360;1.000000;282.450000;281.350000;93;20000;0;mq;mq;mq;1;80;mq;mq;mq;98280;mq;mq;-140;mq;mq;mq;mq;278.550000;mq;mq;1.700000;2.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;5.200000;mq;mq;mq;mq;1;mq;90;3;mq;5820;mq;mq;mq;mq;mq;mq;
07558;20191201120000;101210;-40;8;40;2.600000;281.250000;278.150000;81;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;92910;mq;mq;-440;mq;mq;mq;mq;275.750000;mq;mq;4.500000;4.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;3.300000;7.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20191201120000;101300;-70;8;20;4.500000;281.950000;279.950000;87;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100400;mq;mq;-580;mq;mq;mq;mq;281.650000;mq;mq;7.000000;8.400000;-10;1;0.000000;mq;mq;0.200000;1.600000;11.400000;43.400000;44.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20191201120000;mq;50;0;20;4.700000;274.850000;274.150000;95;8540;68;mq;mq;mq;mq;mq;mq;mq;mq;91390;mq;776;-310;mq;mq;mq;mq;273.350000;mq;mq;7.800000;mq;-10;mq;mq;mq;mq;4.300000;15.400000;18.000000;18.000000;18.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20191201120000;101350;20;0;110;0.600000;281.550000;281.450000;99;28400;0;mq;mq;100;8;5040;mq;mq;mq;100630;mq;mq;-50;mq;mq;mq;mq;277.450000;mq;mq;1.100000;2.600000;-10;mq;mq;mq;mq;0.000000;0.000000;-0.100000;-0.100000;9.100000;mq;mq;mq;mq;2;mq;5040;8;mq;7080;mq;mq;mq;mq;mq;mq;
07621;20191201120000;101230;-30;8;50;1.700000;285.950000;279.950000;67;28340;0;mq;mq;mq;1;4920;mq;mq;mq;96960;mq;mq;-70;mq;mq;mq;mq;277.250000;mq;mq;3.100000;3.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;11.500000;mq;mq;mq;mq;1;mq;4920;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20191201120000;101280;-20;8;30;0.700000;285.250000;277.950000;61;20000;mq;mq;mq;100;8;4860;mq;mq;mq;96410;mq;mq;-110;mq;mq;mq;mq;276.950000;mq;mq;2.100000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;9.500000;mq;mq;mq;mq;8;mq;4860;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20191201120000;101410;10;0;40;1.300000;281.050000;281.050000;100;1860;10;mq;mq;100;8;80;mq;mq;mq;99590;mq;mq;-120;mq;mq;mq;mq;274.750000;mq;mq;2.600000;3.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;2.200000;mq;mq;mq;mq;8;mq;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20191201120000;101260;-70;8;20;2.400000;284.950000;283.350000;90;60000;0;mq;mq;100;2;450;mq;mq;mq;101160;mq;mq;-590;mq;mq;mq;mq;283.950000;mq;mq;3.800000;5.200000;-10;mq;mq;mq;mq;-0.100000;-0.100000;0.800000;1.800000;4.600000;mq;mq;mq;mq;2;mq;450;7;mq;1860;7;mq;2220;mq;8;mq;
07650;20191201120000;101190;-110;8;290;2.500000;284.350000;284.050000;98;780;65;mq;mq;100;8;80;mq;mq;mq;100800;mq;mq;-680;mq;mq;mq;mq;284.750000;mq;mq;3.300000;4.400000;-10;mq;0.000000;mq;mq;9.700000;23.100000;39.700000;46.600000;47.200000;mq;mq;mq;mq;3;mq;60;4;mq;240;8;mq;570;mq;9;mq;
07661;20191201120000;101270;-90;8;230;8.100000;288.450000;287.150000;92;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99640;mq;mq;-590;mq;mq;mq;mq;mq;mq;mq;12.100000;13.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20191201120000;101540;-130;6;340;2.800000;282.950000;281.850000;93;6000;61;6;6;100;8;450;35;mq;mq;101220;mq;mq;-250;mq;mq;mq;mq;282.350000;mq;mq;4.300000;5.400000;-10;2;0.000000;mq;mq;2.600000;11.900000;22.600000;25.800000;25.800000;mq;mq;mq;mq;3;6;340;6;6;700;8;6;1200;mq;mq;mq;
07747;20191201120000;101260;-20;8;30;1.600000;285.650000;282.250000;80;60000;0;mq;mq;100;8;1750;mq;mq;mq;100730;mq;mq;-470;mq;mq;mq;mq;283.850000;mq;mq;2.500000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.800000;0.800000;mq;mq;mq;mq;7;mq;1560;8;mq;1920;mq;mq;mq;mq;mq;mq;
07761;20191201120000;101530;-170;6;240;1.200000;292.850000;282.150000;50;23830;0;mq;mq;mq;3;4620;mq;mq;mq;101420;mq;mq;-440;mq;mq;mq;mq;278.950000;mq;mq;2.000000;2.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;4620;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20191201120000;101560;-180;8;130;7.000000;288.750000;284.150000;74;60000;0;mq;mq;75;6;4620;mq;mq;mq;101420;mq;mq;-210;mq;mq;mq;mq;282.150000;mq;mq;11.800000;13.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;4620;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20191201120000;100990;130;6;80;3.500000;304.450000;296.050000;61;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100950;mq;mq;-20;mq;296.950000;mq;306.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;8.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20191201120000;101340;120;8;270;4.100000;302.550000;298.350000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101270;mq;mq;70;mq;295.250000;mq;303.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20191201120000;101170;100;5;100;7.900000;303.650000;295.250000;61;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101080;mq;mq;-40;mq;299.850000;mq;305.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20191201120000;101480;-90;6;100;8.700000;301.750000;291.250000;53;19200;0;mq;mq;mq;0;mq;mq;mq;mq;101330;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;12.900000;15.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20191201120000;101530;130;3;230;5.700000;285.050000;279.750000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101180;mq;mq;580;mq;283.350000;mq;289.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;2.600000;2.600000;2.800000;2.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20191201120000;98900;30;5;260;9.500000;281.050000;276.850000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97170;mq;mq;-1420;mq;277.350000;mq;284.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20191201120000;100790;-260;7;360;9.800000;278.950000;273.250000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100420;mq;mq;320;mq;mq;mq;mq;mq;mq;mq;mq;13.400000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20191201120000;101050;-140;6;240;1.600000;304.350000;298.250000;70;20000;0;mq;mq;100;8;800;mq;mq;mq;100970;mq;mq;-40;mq;mq;mq;mq;mq;mq;mq;2.900000;4.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;690;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20191201120000;99540;480;3;320;5.200000;273.750000;269.650000;74;50000;1;2;2;90;2;800;35;23;11;99450;mq;mq;2640;mq;mq;mq;mq;274.850000;mq;mq;11.900000;12.000000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;-0.100000;0.400000;4.600000;mq;mq;mq;mq;2;6;750;3;3;3500;7;0;6000;mq;mq;mq;
78890;20191201120000;101440;190;3;70;3.800000;301.150000;295.350000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;240;mq;299.350000;mq;304.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20191201120000;101460;200;3;80;1.000000;301.350000;296.050000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100950;mq;mq;250;mq;296.250000;mq;301.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20191201120000;101470;180;3;300;0.500000;298.150000;295.650000;86;27360;mq;mq;mq;mq;mq;mq;mq;mq;mq;101380;mq;mq;230;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20191201120000;101500;230;3;330;2.100000;297.750000;296.550000;93;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101050;mq;mq;250;mq;297.450000;mq;305.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.200000;18.600000;19.200000;19.200000;19.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20191201120000;101450;220;2;70;2.100000;296.950000;296.250000;96;60000;0;mq;mq;75;4;1250;mq;mq;mq;101360;mq;mq;220;296.150000;mq;mq;304.450000;mq;mq;mq;3.300000;4.700000;-10;mq;mq;mq;mq;1.000000;8.900000;9.500000;9.500000;9.500000;mq;mq;mq;mq;4;mq;1050;4;mq;2100;6;mq;2520;mq;mq;mq;
81401;20191201120000;101400;210;3;120;1.800000;301.850000;298.850000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101340;mq;mq;200;mq;295.350000;mq;307.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;10.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20191201120000;101410;180;3;70;1.100000;302.150000;297.450000;76;52460;0;mq;mq;mq;1;450;mq;mq;mq;101320;mq;mq;180;294.850000;mq;mq;mq;296.650000;mq;mq;2.400000;2.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;480;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20191201120000;101400;170;3;50;1.200000;301.050000;296.450000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101320;mq;mq;150;mq;294.750000;mq;306.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20191201120000;101450;200;2;60;2.700000;301.250000;296.150000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100240;mq;mq;150;mq;295.850000;mq;307.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20191201120000;99420;0;0;110;15.400000;270.950000;263.350000;52;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98880;mq;mq;mq;270.750000;mq;272.850000;mq;mq;mq;mq;25.700000;30.400000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20191201150000;101980;110;3;20;3.900000;277.650000;273.750000;76;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101080;mq;mq;-30;mq;mq;mq;mq;274.850000;mq;mq;5.500000;8.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20191201150000;101960;60;3;20;6.200000;277.250000;272.650000;72;28280;0;mq;mq;75;6;3480;mq;mq;mq;101370;mq;mq;-180;mq;mq;mq;mq;274.550000;mq;mq;9.200000;10.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;3480;6;mq;6240;mq;mq;mq;mq;mq;mq;
07020;20191201150000;102120;130;3;40;10.600000;282.250000;275.750000;64;16000;2;2;mq;90;7;800;34;27;mq;102010;mq;mq;730;mq;mq;mq;mq;mq;mq;mq;16.100000;17.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;6;600;4;4;2500;mq;mq;mq;mq;mq;mq;
07027;20191201150000;101980;110;1;40;4.900000;279.550000;273.650000;66;43340;0;mq;mq;mq;5;3540;mq;mq;mq;101150;mq;mq;410;mq;mq;mq;mq;276.450000;mq;mq;8.800000;11.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;5.000000;6.800000;mq;mq;mq;mq;1;mq;3540;5;mq;5520;mq;mq;mq;mq;mq;mq;
07037;20191201150000;101930;130;3;20;5.100000;276.550000;273.950000;83;16900;0;mq;mq;100;1;450;mq;mq;mq;100040;mq;mq;120;mq;mq;mq;mq;276.550000;mq;mq;7.100000;7.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;1.000000;2.400000;2.400000;mq;mq;mq;mq;1;mq;510;8;mq;3240;mq;mq;mq;mq;mq;mq;
07072;20191201150000;101660;20;3;30;3.300000;276.550000;275.550000;93;14380;0;mq;mq;100;8;250;mq;mq;mq;100480;mq;mq;-370;mq;mq;mq;mq;275.350000;mq;mq;5.200000;5.200000;-10;1;0.000000;mq;mq;0.000000;-0.100000;2.200000;3.400000;3.400000;mq;mq;mq;mq;8;mq;270;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20191201150000;102100;140;3;30;10.100000;281.750000;277.550000;75;35830;0;mq;mq;90;7;800;mq;mq;mq;100900;mq;mq;1190;mq;mq;mq;mq;280.950000;mq;mq;16.500000;16.500000;-10;0;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;1.200000;mq;mq;mq;mq;3;mq;750;6;mq;990;7;mq;1320;mq;mq;mq;
